id,title,image_playlist,description,duration,genre,label_name,tag_list,author,created_at,release_date,last_modified,likes_count,reposts_count,public,sharing,numTracks,trackids,first_track,permalink_url
716759766,Synr Chase - Unknown,https://i1.sndcdn.com/artworks-000494430384-zeck6u-t500x500.jpg,,1678908,Hip-hop \u0026 Rap,null,,10:45,2019-02-25T12:34:25Z,null,2019-02-25T12:34:36Z,0,1,true,public,8,"'580949070,580949070,222869498,580949064,580949064,580949061,580949055,580949040'",https://soundcloud.com/1045/synr-chase-jack-devlin,https://soundcloud.com/1045/sets/synr-chase-unknown
95781877,Empress Fleet 1985,https://i1.sndcdn.com/artworks-000112449592-ewsjs9-t500x500.jpg,,1954109,,,BAND DEMO,M1046X,2015-04-05T16:02:28Z,null,2015-04-06T01:27:49Z,0,0,true,public,6,"'199430477,145325522,199430478,145325522,199430479,199430483'",https://soundcloud.com/1046/01-empress-fleet,https://soundcloud.com/1046/sets/empress-fleet-1985-1
281454209,New private playlist,https://i1.sndcdn.com/artworks-000197014950-spc02o-t500x500.jpg,null,1227948,,null,,Sukh Khaira,2016-12-07T06:01:57Z,null,2016-12-23T21:08:01Z,0,0,true,public,1,'296392820',https://soundcloud.com/dgnsounds/01-chaupai-sahib-jaap-bhai-hardeep-singh-khalsa,https://soundcloud.com/1052/sets/new-private-playlist-23
617535936,عربي,https://i1.sndcdn.com/artworks-000045829764-3uxaq4-t500x500.jpg,null,2237376,,null,,Ziad mostafa,2018-10-06T09:43:19Z,null,2019-03-01T15:48:09Z,0,0,true,public,9,"'88448385,37033013,190935914,123598081,109837965,487018032,487018119,124734945,156661302'",https://soundcloud.com/reem_gaweesh/3bitjiyq5let,https://soundcloud.com/1054/sets/kwy4sgqdgtk6
338535260,Yoga,https://i1.sndcdn.com/artworks-000045903302-bqlg40-t500x500.jpg,null,285545,,null,,konya,2017-07-17T14:40:25Z,null,2017-07-17T14:40:25Z,0,0,true,public,1,'84294245',https://soundcloud.com/mahmoud-moussa-2/egyptian-project,https://soundcloud.com/1060/sets/yoga
514143492,Best songs ever,https://i1.sndcdn.com/artworks-000127195303-ejpke9-t500x500.jpg,null,3034622,,null,,ajani,2018-05-06T19:00:12Z,null,2018-05-27T23:53:34Z,0,0,true,public,15,"'220447073,220447073,107010237,227251935,227251935,252271378,241696645,283637327,268521557,330641210,242195339,296729195,276414530,257544511,243305981'",https://soundcloud.com/770rd/yachty-water-on-my-face,https://soundcloud.com/1061/sets/best-songs-ever
181729815,Soul Casino traxx Jan. 2016,https://i1.sndcdn.com/artworks-000140692453-dcyou3-t500x500.jpg,null,408096,,null,,Jean Le Deejay,2016-01-03T15:43:41Z,null,2016-01-03T15:43:42Z,0,0,true,public,1,'238964129',https://soundcloud.com/sergioabsolutt/kool-and-the-gang-celebration-mr-absolutt-christmass-dicoteque-rework5,https://soundcloud.com/1065/sets/soul-casino-traxx-jan-2016
635697579,GYM,https://i1.sndcdn.com/artworks-Pif1kk65L0B9VdkO-icsYNw-t500x500.jpg,,4174356,,,,idk,2018-11-02T13:45:18Z,2018-11-03T00:00:00Z,2021-11-03T00:31:26Z,1,0,true,public,23,"'333705740,333705740,415957,1077495790,1077495790,1080704356,333705734,888614749,761170555,859100392,1102053985,977361907,954275641,1117810300,1103197309,910828882,378170366,1050555412,1094919220,467698548,373171034,941361544,1018350460'",https://soundcloud.com/mackygee/make-me-feel-1,https://soundcloud.com/1077/sets/godtierplaylist
79412696,Songs,https://i1.sndcdn.com/artworks-000036880708-hnrtww-t500x500.jpg,null,6408893,,null,,Menna Mohamed,2015-02-09T06:43:42Z,null,2015-02-09T06:43:43Z,0,0,true,public,12,"'72419738,13111502,139988683,43972655,127780093,187663734,185670525,36131869,173950689,129967593,127863305,119512529'",https://soundcloud.com/hossam-abdel-rahman/heba-tawaji-min-elli-byekhtar,https://soundcloud.com/1079/sets/songs
160147091,remix 2015,https://i1.sndcdn.com/artworks-000106547601-m32ecs-t500x500.jpg,null,661428,,null,,HeTaKo mido,2015-10-29T18:21:35Z,null,2015-10-29T18:21:35Z,0,0,true,public,3,"'190884819,60286499,187512903'",https://soundcloud.com/rd-beatz-india/the-valentine-mashup-2015-dj-notorious,https://soundcloud.com/1084/sets/remix-2015
125334615,Repeat Mode: Vol II,https://i1.sndcdn.com/artworks-000105137442-o3nwv7-t500x500.jpg,null,3793742,Electronic,null,,JD 1086,2015-07-15T14:43:54Z,null,2015-07-15T19:30:16Z,0,0,true,public,9,"'122793481,122793481,188998,176239538,28866986,204826441,204815498,201363863,97726071'",https://soundcloud.com/erasedtapes/kiasmos-looped,https://soundcloud.com/1086/sets/repeat-mode-vol-ii
565834644,أغاني الأفلام,https://i1.sndcdn.com/artworks-000045816137-vy6h6c-t500x500.jpg,null,4542415,,null,,نور الابراشي,2018-07-21T03:45:01Z,null,2018-07-21T03:53:00Z,3,1,true,public,14,"'88423693,33872523,15183591,4666716,61643817,109307832,10048368,81755684,138938138,95144537,49479094,82880869,127915995,171184390'",https://soundcloud.com/hogo2005/s4b1hha1lwsx,https://soundcloud.com/1091/sets/qqmpxwjkohbe
1223430688,💃💃,https://i1.sndcdn.com/artworks-000423100596-c51izv-t500x500.jpg,null,2808318,,null,,Amira Emam,2021-03-09T10:06:40Z,null,2021-03-10T12:25:40Z,0,0,true,public,11,"'515986815,515986815,132821748,113266396,23408164,146167296,183975122,207865842,447723336,109641486,110243522'",https://soundcloud.com/hemaasd/jf4armwcuh3p,https://soundcloud.com/1096/sets/wiok8cmpcdlg
26547234,Jasmine,https://i1.sndcdn.com/artworks-000047833086-du7l1d-t500x500.jpg,null,820892,,null,,KING KAI,2014-03-13T06:56:01Z,null,2014-03-13T06:56:01Z,0,0,true,public,4,"'91420704,91420704,8627508,121283139'",https://soundcloud.com/jasmine-thompson/let-her-go-passenger-cover,https://soundcloud.com/1097/sets/jasmine
5110465,nice,https://i1.sndcdn.com/artworks-000043696024-d6frmi-t500x500.jpg,null,3609466,,null,,alive1101,2013-04-25T08:18:29Z,null,2013-04-25T08:18:29Z,1,1,true,public,2,"'84604795,84604795'",https://soundcloud.com/lightchildproject/always-shining-sun,https://soundcloud.com/1101/sets/nice
105694422,All My Fav Songs,https://i1.sndcdn.com/artworks-OD6R4RGNSdvZ-0-t500x500.jpg,null,540164,,null,,OMG1105,2015-05-08T17:35:45Z,null,2015-05-08T17:35:45Z,0,0,true,public,3,"'102140448,102140448,670089'",https://soundcloud.com/djsnake/you-know-you-like-it-dj-snake,https://soundcloud.com/1105/sets/all-my-fav-songs
143746572,papa,https://i1.sndcdn.com/artworks-000099994047-h2v15q-t500x500.jpg,null,61601,,null,,1106,2015-09-11T13:55:09Z,null,2015-09-11T13:55:09Z,1,0,true,public,1,'181150349',https://soundcloud.com/kmg-kidz-seenu/saabathil-vanthen-second,https://soundcloud.com/1106/sets/papa
40196869,summer soundcloud,https://i1.sndcdn.com/artworks-000082889309-73d8vw-t500x500.jpg,Feeel Good Jammers ,18896118,Rap,,,~NotchUp~,2014-06-18T03:31:37Z,null,2014-06-20T05:49:18Z,2,0,true,public,66,"'147881425,147881425,1078461,147192235,147192235,147294506,141310162,144156578,142830556,142630619,132093890,153591674,121842188,98258620,115949676,90094223,20699327,15796758,102286007,106914652,153583159,154807579,154681827,135067662,108310663,139967804,154716063,153906127,95563131,99242920,96900795,129337764,107330886,98495211,115405012,131813826,114402429,151375006,148065173,130480577,155032143,153388945,152634808,134070193,151290108,151290094,145988219,52751048,125798130,95918748,151873493,148114056,93544279,116382126,49080453,152022882,135534574,139291615,156027853,110703822,135080606,137740822,157694586,157335645,117949679,158721013'",https://soundcloud.com/octobersveryown/lil-wayne-believe-me-feat-drake,https://soundcloud.com/1108/sets/summer-soundcloud
253638167,Indo punya uda,https://i1.sndcdn.com/artworks-000071040790-t07ju9-t500x500.jpg,null,10180249,,null,,Abu Akhfas,2016-08-26T02:46:27Z,null,2016-08-26T02:46:27Z,0,0,true,public,21,"'56361908,22180437,135147556,32137746,34457636,9465607,43070476,92592595,70766951,45589508,4413071,181451378,93364177,20200221,226743716,87406423,118768982,47233618,38542061,98668432,149648604'",https://soundcloud.com/adityabintanp11/tulus-teman-hidup-1,https://soundcloud.com/1118/sets/indo-punya-uda
137373712,Chill Vibes,https://i1.sndcdn.com/artworks-xqh3ORiMKLVB-0-t500x500.jpg,null,6633627,,null,,KristalRod_,2015-08-23T03:02:07Z,null,2018-10-06T03:47:45Z,1,0,true,public,23,"'200083449,200083449,27059681,202962731,202962731,202110583,155002757,112609088,100490284,121969331,208267359,120955350,134802174,181538889,194510401,208610167,170202151,207738557,151493449,53074504,203891275,207534343,195549412'",https://soundcloud.com/muramasamusic/2-firefly-ft-nao,https://soundcloud.com/1125/sets/chill-vibes
600778740,🤷‍♀️,https://i1.sndcdn.com/artworks-ecF0wFGIuLA0-0-t500x500.jpg,null,7405020,,null,,Cpatty,2018-09-11T06:10:14Z,null,2018-09-11T06:14:55Z,0,0,true,public,35,"'452346177,452346177,67962887,483703335,483703335,477311772,451990779,467799684,328456146,452578407,447843006,422520729,437986122,417993784,375550727,222245855,407043843,361895696,363695279,309198035,298164414,366880064,360026210,358710908,341919800,266022403,249860601,332125691,344528386,265695903,332294026,322036147,312797091,285497382,288573843'",https://soundcloud.com/rich-the-kid/bring-it-back,https://soundcloud.com/1126/sets/6kcovlxmwpxq
105800491,trap,https://i1.sndcdn.com/artworks-000042147397-e5dxil-t500x500.jpg,null,764072,,null,,DBARRY1128,2015-05-09T00:17:15Z,null,2015-05-09T00:17:15Z,0,0,true,public,3,"'81807530,81807530,373114'",https://soundcloud.com/keysnkrates/treat-me-right,https://soundcloud.com/1128/sets/trap
128675311,Anime,https://i1.sndcdn.com/artworks-000109842000-1x136u-t500x500.jpg,null,11067472,,null,,Nightwing1131,2015-07-26T16:23:39Z,null,2015-09-29T01:31:59Z,0,0,true,public,24,"'195613701,142958347,55848199,35499750,164404784,35987937,21375091,57802008,95272620,105911650,77173814,163524999,116858097,31725859,59691154,106956215,30656285,17422127,182206704,199188362,220320401,196243992,39799085,144666484'",https://soundcloud.com/sev-n-deadly-ins/nightcore-liar-mask,https://soundcloud.com/1131/sets/anime
400905086,Eyyyyy,https://i1.sndcdn.com/artworks-cxgx5RpXXGog-0-t500x500.jpg,null,30726748,,null,,DFX1132,2017-12-18T15:15:01Z,null,2018-01-12T00:35:23Z,0,0,true,public,63,"'350138380,350138380,4803918,363835568,363835568,369720998,347379577,348703387,322834576,340326025,343388733,340195996,363835538,328287238,370028486,116389701,255792044,291549500,372231005,264408556,368167292,363695279,319013761,330748375,262672465,335156987,288452094,281126358,188085763,163746373,163746366,84901127,288906593,388432557,273828809,273828810,371785694,407043843,428185989,431751492,430771371,428825781,423878334,417744240,407431104,417704504,400129266,304747499,344528386,389284602,342565383,342565415,410950872,403791132,438344880,374293010,148114056,342439025,444040119,469097334,480696546,130254064,318704734'",https://soundcloud.com/bigsean-1/pull-up-n-wreck-feat-21-savage,https://soundcloud.com/1132/sets/eyyyyy
89216731,diplo,https://i1.sndcdn.com/artworks-000092007456-rkmjkr-t500x500.jpg,null,210121,,null,,DorianDJ,2015-03-14T07:40:09Z,null,2015-03-14T07:40:10Z,0,0,true,public,1,'169176142',https://soundcloud.com/diplo/jack-u-take-u-there-feat-kiesza,https://soundcloud.com/1135/sets/diplo
1151231566,neo-grime / wave,https://i1.sndcdn.com/artworks-SGlFnnixVb8lGNLZ-X134Yw-t500x500.jpg,null,296684,,null,,𝟏𝟏𝟑𝟕,2020-10-25T02:05:21Z,null,2020-10-25T02:13:08Z,2,0,true,public,2,"'881491744,881491744'",https://soundcloud.com/1137/ari-flip-2020,https://soundcloud.com/1137/sets/neo-grime-wave
708687573,Dearber Scheiß,https://i1.sndcdn.com/avatars-TRYG0P64FmdECuRb-4zx6zg-t500x500.jpg,null,1666447,,null,,FAYERABEND,2019-02-14T09:50:04Z,null,2020-04-15T11:59:36Z,1,0,true,public,11,"'572445792,572445792,25369575,484504014,484504014,568171365,481396743,799175188,799174279,799171711,623115966'",https://soundcloud.com/1140/reunited,https://soundcloud.com/1140/sets/dearber-scheiss
109774775,music yo,https://i1.sndcdn.com/artworks-000106622540-2d1xzv-t500x500.jpg,null,1492223,,null,,HannahBisMEE,2015-05-21T17:56:44Z,null,2015-05-21T17:56:44Z,0,0,true,public,4,"'174093327,174093327,99300046,205130496'",https://soundcloud.com/elysianrecords/subtomik-bangin-out-my-mind,https://soundcloud.com/1146/sets/music-yo
179582729,sha3by,https://i1.sndcdn.com/artworks-000110608988-r1lo9y-t500x500.jpg,null,482499,,null,,HUSSEIN,2015-12-27T22:16:46Z,null,2015-12-27T22:16:46Z,0,0,true,public,2,"'196729836,65073788'",https://soundcloud.com/abdlmwla/eb3d3ny,https://soundcloud.com/1147/sets/sha3by
1143508720,LasDieLichterTanzen,https://i1.sndcdn.com/avatars-000644817999-c0j9qk-t500x500.jpg,null,571873,,null,,1158,2020-10-10T20:29:05Z,null,2020-10-10T22:36:10Z,0,0,true,public,2,"'77781730,572667'",https://soundcloud.com/matthew-k-1/nena-99-luftballons-bemps,https://soundcloud.com/1158/sets/lasdielichtertanzen
89817456,\u003c3 2,https://i1.sndcdn.com/artworks-000106695094-d2xrxe-t500x500.jpg,null,4646486,,null,,➊ ➊ : ➎ ➒ PM,2015-03-16T04:08:09Z,null,2015-03-16T04:08:09Z,0,0,true,public,8,"'191098649,568232,165059474,10687538,190875004,152941125,190378630,160561398'",https://soundcloud.com/tomggg/in-the-blue-shirt-seven-bridge-tomggg-remix,https://soundcloud.com/1159/sets/3-2
904308643,MY SOUND,https://i1.sndcdn.com/artworks-000605654599-eqeadl-t500x500.jpg,null,633168,,null,,DIAZ HERZ,2019-10-20T22:28:15Z,null,2021-04-15T20:11:46Z,0,0,true,public,3,"'688936882,688936882,1203282'",https://soundcloud.com/moodsprod/anintermissionmoodsremix,https://soundcloud.com/1162/sets/my-sound
114958513,my,https://i1.sndcdn.com/artworks-000080721001-vzgixz-t500x500.jpg,null,191495,,null,,abdo salah,2015-06-08T17:14:24Z,null,2015-06-08T17:14:24Z,0,0,true,public,1,'151636847',https://soundcloud.com/roderkal123/drake-bell-i-found-a-way,https://soundcloud.com/1164/sets/my
103478077,HOT SHIT,https://i1.sndcdn.com/artworks-000094409424-8rh4oa-t500x500.jpg,null,6605133,,null,,F1AMES,2015-05-01T11:11:39Z,null,2015-05-01T11:11:39Z,2,0,true,public,26,"'172781860,118815620,199172059,16918893,202435418,188531428,117632162,121948119,141525985,148065173,165211212,165642986,170373021,181521554,182621181,182621193,184797048,186223907,188016356,190366815,190850365,197629195,197650257,201379783,202328308,45329852'",https://soundcloud.com/chinxmusic-1/bodies-feat-bobby-shmurda-rowdy-rebel,https://soundcloud.com/1169/sets/hot-shit
847073867,Tunes,https://i1.sndcdn.com/artworks-sW69vXvzwuqb-0-t500x500.jpg,null,898534,,null,,Don Rio,2019-08-14T20:38:23Z,null,2019-08-14T20:44:50Z,0,0,true,public,6,"'624758298,624758298,294810691,562129737,562129737,547941324'",https://soundcloud.com/liltecca/lil-tecca-ransom-1,https://soundcloud.com/1172/sets/tunes
328632126,lilly music,https://i1.sndcdn.com/artworks-000177643781-lcxxk3-t500x500.jpg,null,11491728,World My music I like,null,,Whore,2017-06-06T13:47:41Z,null,2017-06-06T13:57:26Z,0,0,true,public,59,"'279134416,279134416,200133930,284250119,284250119,321663776,308997360,318730995,239132327,57044733,191775572,162575551,307718095,127272469,155173732,87615115,193257478,291298243,202874630,310790313,260181774,305433110,72452315,72433371,236145958,321021233,214534160,217894817,9264515,280010790,277092428,321416669,237319520,224889914,298793889,239518575,294084836,263350840,207263054,280722802,279030173,314001417,277400922,262435456,219834700,313996248,115637399,148744552,160948973,261749947,145352043,98015829,274852482,190113617,313454555,192672263,125459218,211612197,287572744'",https://soundcloud.com/nyan-kitty-968067356/nightstep-sit-still-look-pretty,https://soundcloud.com/1173/sets/lilly-music
807121359,CLEANING,https://i1.sndcdn.com/artworks-000552003006-2pp0yw-t500x500.jpg,null,1279396,,null,,Jennaya,2019-06-18T22:53:19Z,null,2019-06-18T22:59:58Z,0,0,true,public,7,"'636629418,636629418,194920930,456400104,456400104,541011777,407002614'",https://soundcloud.com/l2sharebts3/dream-glow,https://soundcloud.com/1175/sets/cleaning
867227624,Recording portfolio,https://i1.sndcdn.com/artworks-000596542157-wbxdpu-t500x500.jpg,,1023282,,null,,1176,2019-09-12T06:11:20Z,null,2019-09-12T06:19:00Z,0,0,true,public,5,"'679917803,679917803,153344066,679917797,679917797'",https://soundcloud.com/1176/low,https://soundcloud.com/1176/sets/portfolio
134660099,Favs,https://i1.sndcdn.com/artworks-QBUzzmqNyaQi-0-t500x500.jpg,null,2425557,,null,,Mariam,2015-08-14T19:34:26Z,null,2016-07-30T20:42:17Z,0,0,true,public,7,"'54286633,4844849,172022400,172022400,15966825,148187516,81073238'",https://soundcloud.com/lifesmusik/miguel-use-me,https://soundcloud.com/1182/sets/favs
631770786,New private playlist,https://i1.sndcdn.com/artworks-000245238347-sr0gx7-t500x500.jpg,null,8597252,,null,,Mohamed Oli'c,2018-10-27T13:26:20Z,null,2021-07-08T18:59:46Z,0,0,true,public,32,"'344103074,344103074,298569986,70460902,70460902,290048433,330512872,96907307,164145389,87103985,54647080,285691413,258468489,193502824,286323155,189797957,271372939,296901912,288325905,296848573,583896300,329432212,593593449,616368069,647628186,258138952,237856864,350124442,281641551,224375276,302827472,327697538'",https://soundcloud.com/user-159875993/frozen-ground-feat-peta-the-wolves,https://soundcloud.com/1184/sets/new-private-playlist
40197414,Falq,https://i1.sndcdn.com/artworks-000082621059-c86hus-t500x500.jpg,null,3792235,,null,,H&M1188,2014-06-18T03:36:59Z,null,2014-06-18T03:36:59Z,1,0,true,public,2,"'154763550,154763550'",https://soundcloud.com/falqo-official/feel-your-love,https://soundcloud.com/1188/sets/falq
1324791445,DRILL,https://i1.sndcdn.com/artworks-xQkYN8qqqwvb-0-t500x500.jpg,null,6429479,,null,,Flyre,2021-10-01T17:28:40Z,null,2021-10-14T16:52:27Z,0,0,true,public,37,"'824173948,824173948,175926190,1084211587,1084211587,1088499232,1088499106,988633471,752518891,814910266,752521336,1036947565,896597086,1121819404,950248150,952953598,752141479,1059927424,1108894207,829806562,998385406,998387329,936929962,1048478956,871684588,1070714872,1109131153,789715450,1054747378,874533430,564583650,1118888191,1068405349,1046536576,936634336,1032756274,902678035'",https://soundcloud.com/bizzy-banks/dont-start-pt-2,https://soundcloud.com/1190/sets/drill-1
409788437,Infamous Hustle,https://i1.sndcdn.com/artworks-000277764767-e2boc1-t500x500.jpg,null,1493475,Hip Hop,null,Rap,Quwan,2017-12-29T19:06:25Z,null,2017-12-30T18:04:45Z,11,4,true,public,9,"'376254314,376254314,134986355,376254278,376254278,376254242,376254212,376254194,376254164'",https://soundcloud.com/1194/quwan-infamous-skit,https://soundcloud.com/1194/sets/infamous-hustle
42826911,.,https://i1.sndcdn.com/artworks-000061812835-snleqm-t500x500.jpg,,2219792,,,,nys,2014-07-08T15:33:37Z,null,2014-12-04T10:37:09Z,0,0,true,public,4,"'118432017,118432017,1747251,153711334'",https://soundcloud.com/cashcash/booyah-remix,https://soundcloud.com/1195/sets/new-2
52470861,the geek X Vrv,https://i1.sndcdn.com/artworks-000051053655-y53yuf-t500x500.jpg,null,459321,,null,,MRM,2014-09-25T20:35:09Z,null,2014-09-25T20:35:09Z,1,0,true,public,1,'97698231',https://soundcloud.com/thegeek/the-geek-x-vrv-its-because,https://soundcloud.com/1196/sets/the-geek-x-vrv
1094546215,Video,,null,213048,,null,,elf99,2020-07-18T17:29:15Z,null,2020-07-18T17:29:15Z,0,0,true,public,1,'78412774',https://soundcloud.com/pz-amaretto-pz/chic-le-freak,https://soundcloud.com/1199/sets/video
152320936,A,https://i1.sndcdn.com/artworks-000131204623-6cyj7h-t500x500.jpg,null,307986,,null,,MO1202,2015-10-06T21:23:04Z,null,2015-10-06T21:23:04Z,0,0,true,public,1,'226282390',https://soundcloud.com/shaunfrank/duke-dumont-ocean-drive-shaun-frank-remix-1,https://soundcloud.com/1202/sets/a
81933132,favorite music,https://i1.sndcdn.com/artworks-000017658305-cmr8re-t500x500.jpg,null,2042063,,null,,BABYALEJANDRA <3,2015-02-17T20:50:10Z,null,2015-02-17T20:50:10Z,0,0,true,public,4,"'35193992,2056787,70381912,70381912'",https://soundcloud.com/team_dominican/prince-royce-las-cosas-peque-4,https://soundcloud.com/1205/sets/favorite-music
68330615,houseshit,https://i1.sndcdn.com/artworks-000095819749-dpf0ku-t500x500.jpg,null,16387510,,null,,A$AP1206,2014-12-31T00:30:48Z,null,2014-12-31T00:30:48Z,0,0,true,public,37,"'174891297,174891297,146393,175724225,175724225,144881439,174066725,157704209,168490617,175751808,152543359,181072883,176926499,177320468,171415774,170241707,150905931,150267111,136006770,134842735,184573277,183575766,127868789,159840247,107726521,152827982,166051737,185672331,118546477,175446253,66026464,151690373,155234727,116093954,137519041,156661215,85362320'",https://soundcloud.com/dillonfrancis/dillon-francis-all-that-feat-twista-the-rejectz,https://soundcloud.com/1206/sets/houseshit
3008350,A Collection of Beats,https://i1.sndcdn.com/avatars-000040281709-gqp522-t500x500.jpg,,647868,,,,twelvezeroseven,2012-12-17T09:46:42Z,null,2012-12-17T09:47:06Z,0,0,true,public,3,"'71549709,854670,71549710'",https://soundcloud.com/1207/1207-see-and-collect,https://soundcloud.com/1207/sets/a-collection-of-beats
77480343,kathleen,https://i1.sndcdn.com/avatars-000128764064-wmaa51-t500x500.jpg,null,9401627,,null,,Louis,2015-02-02T18:19:10Z,null,2015-02-02T18:19:10Z,0,0,true,public,17,"'182248923,182248923,52410796,172266375,172266375,163956119,162278837,161800249,158964867,149497211,144363954,137027757,135641158,130106746,126712167,123684284,112779316'",https://soundcloud.com/kathleen-huang/cover-by-9,https://soundcloud.com/1208/sets/kathleen
145251277,september,https://i1.sndcdn.com/artworks-000127644425-kj6rnu-t500x500.jpg,null,2858913,,null,,we!!,2015-09-16T01:00:06Z,null,2015-09-16T01:00:19Z,0,0,true,public,9,"'221101664,221101664,120667297,100490284,100490284,167701797,216772566,193270668,138489109'",https://soundcloud.com/oxygen-recordings/wom-bat-wombasmile-radio-edit-available-september-14,https://soundcloud.com/1209/sets/september
